rate_limit,peak_resistance,mean_resistance,peak_push_force,mean_push_force,minimum_velocity,mean_velocity,peak_buckling_risk,mean_buckling_risk,peak_kickback,mean_kickback,peak_combined_risk,mean_combined_risk,mean_stiffness_change,total_stiffness_variation,percent_steps_limited,mean_target_gap
0.05,1.1725902311999312,0.6766801637223794,0.21725902311999312,0.1676680163722379,1.8411203100139055,2.444528997897608,0.7035806703671075,0.46466106784694317,0.629811968577443,0.4391933214457998,0.7035806703671075,0.4676071297051708,0.017400000000000006,8.700000000000003,24.4,0.03630000000000001
0.1,1.1725902311999312,0.6777449931205347,0.21725902311999312,0.1677744993120535,1.8411203100139055,2.4426718346479945,0.7035806703671075,0.4626655468843717,0.629811968577443,0.4396377165466652,0.7035806703671075,0.46610400550009323,0.021800000000000007,10.900000000000004,10.4,0.016900000000000005
0.15,1.1725902311999312,0.6796897089154952,0.21725902311999312,0.16796897089154952,1.8411203100139055,2.4402988929668923,0.7035806703671075,0.4615574747207963,0.629811968577443,0.4403856461051803,0.7035806703671075,0.46518022145771043,0.02540000000000001,12.700000000000005,2.4,0.004800000000000002
0.2,1.1725902311999312,0.679336889105281,0.21725902311999312,0.1679336889105281,1.8411203100139055,2.440686692589794,0.7035806703671075,0.4615264996124305,0.629811968577443,0.44025262252059955,0.7035806703671075,0.4651492463493446,0.025600000000000008,12.800000000000004,1.8,0.004000000000000002
0.8,1.1725902311999312,0.6804506498567789,0.21725902311999312,0.16804506498567792,1.8411203100139055,2.439508042546493,0.7035806703671075,0.46107813292475236,0.629811968577443,0.44066969771335107,0.7035806703671075,0.46470087966166657,0.02600000000000001,13.000000000000005,0.0,0.0
