difficulty,seed,max_curvature,mean_curvature,median_curvature,p95_curvature
severe,58,0.32362771079925573,0.05190955396295262,0.02680030479494358,0.16529685401346594
severe,59,0.49421495028159784,0.07328191786559894,0.0489065733813808,0.2105228131233092
severe,60,0.36421573151342435,0.061505881065799815,0.04939471173743657,0.14038219286795853
severe,61,0.299484191552924,0.057350703467986874,0.03385505504823215,0.19158956845722083
severe,62,0.2772851574104782,0.07285147272741907,0.04236486335738997,0.22632261408146434
severe,63,0.168200807659936,0.05227878376075509,0.03810631388658182,0.1480180309167053
severe,64,0.20654447768375986,0.05434223855776168,0.026729351695760045,0.16977642870612525
severe,65,0.2748223734872934,0.06031728809790017,0.041838244903085894,0.17243016934774535
severe,66,0.27511086962026365,0.06502665778142173,0.038021901790827956,0.20660736141416483
severe,67,0.39086349881227517,0.06618800802263188,0.045806973761278846,0.2329190171480109
severe,68,0.32864295429419493,0.06217009550757064,0.02895532146860051,0.22237316117134304
severe,69,0.27671605642466407,0.08139393629800387,0.05753745408080378,0.2233968466789021
severe,70,0.23966315720444736,0.051787237458952556,0.031878126039122046,0.17340743717345147
severe,71,0.19057653524752788,0.05399861465660166,0.039180514595145155,0.1537826575257682
severe,72,0.35675881850004704,0.08129087911382922,0.054836809021275676,0.23288202031964025
severe,73,0.19696088868626424,0.053127639156866725,0.035271170861144056,0.15549564133525873
severe,74,0.3973804865913591,0.07051020227567235,0.039210976693490676,0.23703915601115047
severe,75,0.408272165438209,0.07469436998447108,0.03374345450480229,0.313875342297041
severe,76,0.22431266309531633,0.06202696793131994,0.046906704205017066,0.16592216411586347
severe,77,0.1285027220940654,0.03863474984299826,0.03675164609307155,0.09451655602279506
severe,78,0.34866075913045375,0.06385981841192237,0.03362135059267006,0.23579094262059427
severe,79,0.3425163785078936,0.07484190103287189,0.044039763677480276,0.2860622533975882
severe,80,0.4180776111399869,0.05900399106337864,0.021577083925574947,0.2639834590509168
severe,81,0.1303000145664806,0.05797416592777221,0.05862770562792374,0.11687067842143899
severe,82,0.33739516081250626,0.08137452912197306,0.0600525430251025,0.22634781632585127
severe,83,0.29067649227549225,0.06468463064142914,0.035896216941387796,0.1960145646648657
severe,84,0.27715476345845597,0.06509099052877554,0.0439087671659843,0.2020563416730461
severe,85,0.42733249385466743,0.07695356948306317,0.026969378633471736,0.3372847062290957
severe,86,0.2853711071046987,0.0535470604051151,0.03059050270892681,0.14567016813106654
severe,87,0.35538681392005933,0.05668335398939041,0.04012271318822691,0.1307734672510416
severe,88,0.25766275233818325,0.06215021175183644,0.028803888120219848,0.21961518272994554
severe,89,0.522075455033668,0.07587771552611326,0.024381562333459172,0.3172233070906388
severe,90,0.2070608239260448,0.047981454426543696,0.03052788799711243,0.13502619483810038
severe,91,0.5322329693269683,0.07457646798757196,0.02338636390153875,0.3115293957656333
severe,92,0.24161458228010732,0.06401068258749613,0.03374964949514857,0.20786166604194542
severe,93,0.5001313987217822,0.07804686015439236,0.03366187781625028,0.26207350205317376
severe,94,0.16088012930391374,0.053374361620186474,0.041848362992381434,0.1293526341535112
severe,95,0.2710575839958653,0.06145821148882758,0.04241872619820989,0.21790585041265764
severe,96,0.3551163688423102,0.07229602365093797,0.06609421845953853,0.19361262292483014
severe,97,0.18062593661940318,0.056462107114014684,0.053974261019344355,0.12539892918850454
severe,98,0.27950706297031486,0.06033164042929302,0.0409948474939581,0.1802338164369478
severe,99,0.21613981468431556,0.06555713168903335,0.0531672562575517,0.1732160211065964
